
id,jira_id,summary,module,priority,severity,labels,preconditions,steps,expected_result,test_type,owner,sprint,status
TC-01922,VWO-5350,Verify Split URL save blocked when control URL empty (after refresh),Split URL,P1,Trivial,api|billing|gdpr|regression|sanity,User on /campaigns/split/new,1. Leave control URL blank || 2. Add variant || 3. Save,Inline error 'Control URL required' | Save blocked,Negative,vikram.singh,VWO-25.S21,Draft
TC-01923,VWO-4317,Verify renaming funnel updates breadcrumb and listing (clean install),Funnels,P1,Major,accessibility|firefox|integration|ui,Funnel exists,"1. Open settings, rename, save",New name appears in breadcrumb and list,Functional,kavya.iyer,VWO-25.S47,Active
TC-01924,VWO-1537,Verify GET /api/v1/campaigns returns paginated list (after upgrade),API,P2,Minor,api|chrome|i18n,Account has 50+ campaigns,1. GET /api/v1/campaigns?limit=20,20 items + next cursor,API,promode.dutta,VWO-25.S10,Active
TC-01925,VWO-5044,Verify isFeatureEnabled returns rollout result in .NET (cold start),FullStack,P2,Major,gdpr|i18n|regression|sanity,Flag at 50%,1. Call API for 1000 users,~500 true ±5%,Functional,kavya.iyer,VWO-25.S13,Active
TC-01926,VWO-5387,Verify Personalization campaign for 'Returning user' audience (cookieless),Personalization,P3,Critical,regression|safari|security,User logged in | SmartCode installed,1. Navigate /campaigns/personalize/new || 2. Pick audience 'Returning user' || 3. Add change || 4. Save,Campaign saved | Targets only that audience,Functional,anika.bose,VWO-25.S05,Active
TC-01927,VWO-4401,Verify recording NOT captured if cookie consent missing (third-party blocked),Session Recordings,P3,Critical,accessibility|gdpr|mobile|security|ui,"GDPR mode on, consent denied",1. Visit site || 2. Check recordings list,No new recording for that session,Security,sara.patel,VWO-25.S52,Draft
TC-01928,VWO-5426,Verify URL contains '/blog' condition in segment (third-party blocked),Segmentation,P2,Major,chrome|i18n|regression|security,Segment Draft,1. Add URL contains /blog || 2. Save,Saved,Functional,arjun.kapoor,VWO-25.S12,Active
TC-01929,VWO-4063,Verify filter 'Rage clicks' shows only rage-click sessions (strict CSP),Session Recordings,P1,Major,billing|dataloss|i18n|regression|ui,Recordings list open,1. Apply filter Rage clicks=true,List filtered | Each session has rage-click marker,Functional,ishaan.mehta,VWO-25.S52,Active
TC-01930,VWO-5982,Verify editing variation copy in A/B campaign #4646 (IE-removed),AB Testing,P2,Major,accessibility|edge|regression|smoke,A/B campaign 4646 exists in Draft | User has Editor role,1. Open /campaigns/ab/4646/editor || 2. Switch to Variation 2 || 3. Change H1 text to 'Buy Now' || 4. Click Save,Variation 2 saves with updated copy | Audit log entry created,Functional,riya.sharma,VWO-25.S22,Active
TC-01931,VWO-3388,Verify CSS selector input for Forms tracker (role: Viewer),Forms,P3,Minor,edge|regression|ui,User in /forms/new,1. Enter selector 'form.checkout' || 2. Validate,"Selector accepted, preview highlights",Functional,dev.ranganathan,VWO-25.S04,Active
TC-01932,VWO-2145,Verify QA mode disables sampling on Android (role: Editor),Mobile,P3,Major,accessibility|api|mobile|performance|regression,QA build,1. Toggle QA mode,All events sent (no sampling),Functional,arjun.kapoor,VWO-25.S47,Active
TC-01933,VWO-2011,Verify DELETE /api/v1/campaigns/{id} archives (EU DC),API,P2,Critical,api|e2e|edge|integration,Campaign exists,1. DELETE,204 No Content; campaign archived,API,arjun.kapoor,VWO-25.S40,Active
TC-01934,VWO-4493,Verify QA Mode forces variation via cookie _vwo_qa for Opera (EU DC),AB Testing,P3,Major,regression|sanity,Opera has VWO QA cookie set,1. Open test URL || 2. Reload 5 times,Same variation shown each reload | QA banner visible,Functional,anika.bose,VWO-25.S06,Active
TC-01935,VWO-4612,Verify Split URL save blocked when control URL empty (US DC),Split URL,P1,Major,accessibility|api|e2e|edge|regression,User on /campaigns/split/new,1. Leave control URL blank || 2. Add variant || 3. Save,Inline error 'Control URL required' | Save blocked,Negative,promode.dutta,VWO-25.S14,Draft
TC-01936,VWO-5896,Verify scrollmap rendering for '/blog' (Asia DC),Heatmaps,P1,Major,performance|regression|ui,Heatmap recorded 1k+ sessions,1. Open Heatmap || 2. Switch to Scrollmap,Color gradient overlays page | Avg fold depth shown,UI,harsh.gupta,VWO-25.S11,Active
TC-01937,VWO-1618,Verify submit rate metric in Forms summary (smoke),Forms,P0,Blocker,gdpr|regression|security,Forms data ready,1. Open summary,Submit rate displayed,Functional,ishaan.mehta,VWO-25.S03,Active
TC-01938,VWO-2692,Verify mobile-only Personalization on banner image (regression),Personalization,P3,Major,mobile|smoke,Personalize Draft,1. Audience Device=mobile || 2. Replace hero image || 3. Launch,Mobile visitors see new image | Desktop unchanged,Functional,ishaan.mehta,VWO-25.S11,Active
TC-01939,VWO-2685,Verify survey supports up to 20 questions (p0),Surveys,P2,Major,edge|i18n|regression,User on /surveys/new,1. Add 20 questions || 2. Save,Saved with 20 questions | 21st rejected,Boundary,anika.bose,VWO-25.S29,Active
TC-01940,VWO-5243,Verify engagement goal triggers at 60s on page (p1),Goals,P1,Blocker,api|billing|firefox|regression,Campaign Draft,1. Add engagement goal time=60s || 2. Save,Conversion recorded after 60s,Functional,riya.sharma,VWO-25.S40,Active
TC-01941,VWO-3022,Verify QA Mode forces variation via cookie _vwo_qa for Safari (critical-path),AB Testing,P0,Major,regression,Safari has VWO QA cookie set,1. Open test URL || 2. Reload 5 times,Same variation shown each reload | QA banner visible,Functional,vikram.singh,VWO-25.S22,Active
TC-01942,VWO-2134,Verify uploading logo updates whitelabel header (boundary),Admin,P0,Critical,api|gdpr|i18n|ui,Owner role,1. Upload logo PNG,Header shows new logo,UI,kavya.iyer,VWO-25.S50,Active
TC-01943,VWO-5315,Verify query params preserved across Split URL redirect (boundary),Split URL,P2,Blocker,mobile|regression|safari,Split URL test running,1. Open /pricing?utm_source=email || 2. Trigger redirect,Variant URL retains ?utm_source=email,Functional,aditya.rao,VWO-25.S09,Active
TC-01944,VWO-1781,Verify exit-intent trigger on NPS survey (negative),Surveys,P2,Major,api|chrome|performance|regression,Survey Draft,1. Trigger=Exit Intent || 2. Launch,Survey appears when mouse leaves viewport,Functional,ishaan.mehta,VWO-25.S43,Active
TC-01945,VWO-3369,Verify SmartCode tracks across subdomains via cookie (positive),SmartCode,P3,Major,regression|ui,Sub-domain cookie scope set,1. Visit www.site -> app.site,Visitor id persists,Functional,dev.ranganathan,VWO-25.S10,Archived
TC-01946,VWO-5888,Verify outbound webhook for goal conversion to WordPress (retry),Integrations,P2,Critical,api|billing|firefox|integration|regression,Webhook URL set for WordPress,1. Trigger goal,POST received within 10s with JSON payload,Integration,sara.patel,VWO-25.S40,Active
TC-01947,VWO-1408,Verify GEO Personalization shows local currency banner for IN visitors (low-bandwidth),Personalization,P3,Major,accessibility|regression,GEO mapping enabled,1. Set audience Country=IN || 2. Add change 'Currency=INR' || 3. Launch,IN visitors see INR pricing | Others see default,Functional,neha.khanna,VWO-25.S05,Active
TC-01948,VWO-1280,Verify Validate Installation succeeds on test site (high-load),SmartCode,P2,Major,firefox|regression|safari,Snippet inserted on https://test,1. Click Validate || 2. Enter URL,Status = Installed,Functional,anika.bose,VWO-25.S35,Active
TC-01949,VWO-2873,Verify permanent delete of A/B campaign requires typed confirmation (rtl locale),AB Testing,P2,Major,regression|safari,Campaign 9024 archived,1. Open /campaigns/9024 || 2. Click Delete Forever || 3. Type campaign name || 4. Click Delete,Campaign removed from list | GET /campaigns/{cid} returns 404,Negative,riya.sharma,VWO-25.S23,Active
TC-01950,VWO-2546,Verify FullStack .NET SDK initialises with config JSON (en-US),FullStack,P2,Trivial,gdpr|performance|regression|safari|ui,.NET server running,1. Init VWO client,Client ready | No errors,Functional,dev.ranganathan,VWO-25.S46,Active
TC-01951,VWO-4633,Verify rollback of A/B test variation to previous revision (en-GB),AB Testing,P3,Major,e2e|gdpr|regression,Campaign 7102 has 3 saved revisions,1. Open /campaigns/7102/editor history || 2. Select revision 2 || 3. Click Restore,Editor reverts to revision 2 contents | Toast 'Restored',Functional,kavya.iyer,VWO-25.S36,Active
TC-01952,VWO-2454,Verify session expires after 8h idle (fr-FR),Auth,P1,Major,accessibility|integration|security,Logged in 8h+ idle,1. Make request,Redirect to login,Security,promode.dutta,VWO-25.S45,Active
TC-01953,VWO-4608,Verify real-time visitor counter updates every 30s (de-DE),Reports,P3,Critical,regression|safari,Campaign running,1. Open report dashboard,Counter ticks within 30s,Functional,riya.sharma,VWO-25.S06,Active
TC-01954,VWO-5793,Verify page-visit goal regex '/thank-you.*' matches (ja-JP),Goals,P2,Major,accessibility|regression|smoke,Campaign Draft,1. Add page-visit goal regex || 2. Save,/thank-you?ref=x triggers conversion,Functional,aditya.rao,VWO-25.S46,Active
TC-01955,VWO-1358,Verify form-submit goal counts /signup form submissions (hi-IN),Goals,P1,Major,billing|dataloss|regression,Form on /signup,1. Add form-submit goal selector=#signup-form || 2. Submit form,Conversion logged,Functional,promode.dutta,VWO-25.S17,Archived
TC-01956,VWO-3733,Verify click goal CSS selector '#cta-buy' captures clicks (Chrome),Goals,P3,Critical,edge|firefox|regression|security,Campaign Draft,1. Add click goal selector=#cta-buy || 2. Save || 3. Trigger click,Click counted as conversion,Functional,ishaan.mehta,VWO-25.S24,Active
TC-01957,VWO-4256,Verify session recordings list paginates 50 per page (Chrome),Session Recordings,P1,Minor,integration|performance|regression|sanity|ui,Recordings enabled,1. Navigate /recordings || 2. Scroll to next page,50 rows per page | Pagination works,Functional,aditya.rao,VWO-25.S21,Active
TC-01958,VWO-5371,Verify VWO respects Shopify API rate limit (429 backoff) (Firefox),Integrations,P3,Minor,api|e2e|i18n|performance,Shopify returns 429,1. Trigger many events,VWO retries with exponential backoff,Performance,harsh.gupta,VWO-25.S20,Active
TC-01959,VWO-2308,Verify connecting Adobe Analytics with bad token shows error (Safari),Integrations,P1,Minor,billing|security,User on connect screen,1. Enter invalid API key || 2. Save,Inline error 'Invalid token',Negative,riya.sharma,VWO-25.S25,Active
TC-01960,VWO-5034,Verify selecting Data Center EU stores future data there (Edge),Admin,P3,Major,edge|gdpr,Admin role,1. Switch DC || 2. Confirm,New data lands in chosen DC,Functional,promode.dutta,VWO-25.S52,Draft
TC-01961,VWO-3491,Verify combination matrix shows all permutations for MVT (mobile-web),MVT,P2,Critical,dataloss|performance|regression|smoke,MVT Draft 3x3,1. Open Combinations tab,27 combinations listed | Disable individual combos works,Functional,dev.ranganathan,VWO-25.S50,Active
TC-01962,VWO-4273,Verify config polling interval in Java SDK (tablet),FullStack,P2,Minor,integration|regression,SDK with poll=30s,1. Update server config,Client picks change within 30s,Functional,kavya.iyer,VWO-25.S41,Active
TC-01963,VWO-4491,Verify A/B test save fails when no variations defined (re-entry),AB Testing,P2,Minor,integration|regression,User on /campaigns/ab/new,1. Enter name only || 2. Click Save,Inline error 'Add at least one variation' | Save blocked,Negative,dev.ranganathan,VWO-25.S01,Active
TC-01964,VWO-5595,Verify attaching existing form-submit goal to new campaign (offline-online),Goals,P1,Major,chrome|e2e|regression|safari,Goal exists,1. Open new campaign goals || 2. Pick existing || 3. Save,Goal linked to both campaigns,Functional,harsh.gupta,VWO-25.S42,Active
TC-01965,VWO-2209,Verify GET on missing campaign returns 404 (re-entry),API,P3,Minor,api|smoke,No campaign id 999999,1. GET /api/v1/campaigns/999999,404 with error code,Negative,neha.khanna,VWO-25.S18,Draft
TC-01966,VWO-2911,Verify URL-based funnel step matches with regex (clean install),Funnels,P2,Major,e2e|firefox|regression,Funnel new,1. Add step regex '/checkout/.*' || 2. Save,Regex saved | Matches multiple URLs,Functional,vikram.singh,VWO-25.S19,Active
TC-01967,VWO-3652,Verify duplicating Split URL test copies redirect rules (clean install),Split URL,P1,Major,dataloss|regression|safari,Split URL 6810 exists,1. Open /campaigns/6810 || 2. Duplicate,New campaign carries same redirect rules,Functional,harsh.gupta,VWO-25.S17,Draft
TC-01968,VWO-3631,Verify equal traffic share among 3 Split URL variants (after upgrade),Split URL,P2,Major,e2e|regression,3-variant Split URL launched,1. Generate 3000 visits,Each variant gets ~1000 ±5%,Functional,harsh.gupta,VWO-25.S37,Active
TC-01969,VWO-3620,Verify deleting segment asks for confirmation (cold start),Segmentation,P2,Minor,accessibility|i18n|regression|safari|sanity,Segment exists,1. Delete || 2. Confirm,Segment removed,Functional,ishaan.mehta,VWO-25.S44,Active
TC-01970,VWO-2776,Verify retry queue when Adobe Analytics 5xx (warm cache),Integrations,P1,Minor,e2e|performance|regression|smoke|ui,Adobe Analytics returns 503,1. Trigger event,Event queued and retried within 30m,Integration,anika.bose,VWO-25.S03,Archived
TC-01971,VWO-1972,Verify adding a step to existing funnel updates report (third-party blocked),Funnels,P3,Minor,regression,Funnel exists with 3 steps,1. Add step '/checkout/confirm' || 2. Save,4 steps shown | Drop-off recalculated,Functional,vikram.singh,VWO-25.S43,Draft
TC-01972,VWO-4561,Verify retry queue when Adobe Analytics 5xx (third-party blocked),Integrations,P2,Major,firefox|mobile|regression,Adobe Analytics returns 503,1. Trigger event,Event queued and retried within 30m,Integration,ishaan.mehta,VWO-25.S13,Active
TC-01973,VWO-3580,Verify export-PDF renders chart images (strict CSP),Reports,P2,Major,regression|security,Report ready,1. Click Export > PDF,PDF includes charts and tables,Functional,kavya.iyer,VWO-25.S22,Active
TC-01974,VWO-1294,Verify 301 redirect option in Split URL test #4673 (IE-removed),Split URL,P2,Trivial,e2e|performance|regression|safari|security,Split URL 4673 draft,1. Open /campaigns/split/4673/settings || 2. Set redirect type = 301 || 3. Save,Variant pages return HTTP 301 with Location header,Functional,anika.bose,VWO-25.S52,Draft
TC-01975,VWO-3329,Verify color picker changes button background to #FF0066 (role: Viewer),Editor,P1,Major,api|gdpr|regression,Editor loaded,"1. Pick CTA, change color",CSS rule generated,Functional,harsh.gupta,VWO-25.S04,Active
TC-01976,VWO-4789,Verify color picker changes button background to #FF0066 (role: Admin),Editor,P1,Major,edge|regression|safari,Editor loaded,"1. Pick CTA, change color",CSS rule generated,Functional,promode.dutta,VWO-25.S38,Active
TC-01977,VWO-2202,Verify comparing two segments on the same funnel (role: Editor),Funnels,P2,Trivial,i18n|regression,Funnel report ready,1. Add segment Desktop alongside Mobile,Side-by-side comparison view,Functional,arjun.kapoor,VWO-25.S03,Active
TC-01978,VWO-3242,Verify URL targeting with regex on A/B test (variation includes /pricing) (EU DC),AB Testing,P3,Minor,api|regression|sanity,A/B campaign in Draft,1. Open URL targeting || 2. Add regex '.*/pricing.*' || 3. Save,Test triggers only on pricing pages | Other URLs unaffected,Functional,arjun.kapoor,VWO-25.S07,Active
TC-01979,VWO-3856,Verify form-submit goal counts /signup form submissions (Asia DC),Goals,P2,Critical,edge|regression,Form on /signup,1. Add form-submit goal selector=#signup-form || 2. Submit form,Conversion logged,Functional,arjun.kapoor,VWO-25.S35,Active
TC-01980,VWO-4028,Verify multi-choice survey shown on tablet only (Asia DC),Surveys,P1,Major,edge|gdpr|regression|safari,Survey Draft,1. Audience=Tablet || 2. Launch,Tablet visitors see it; others do not,Functional,anika.bose,VWO-25.S01,Active
TC-01981,VWO-2835,Verify Heatmap on 404 URL shows warning and zero data (smoke),Heatmaps,P1,Critical,billing|dataloss|integration|regression,URL returns 404,1. Create Heatmap on 404 URL,Warning: 'Page returned 404' | Zero clicks captured,Negative,harsh.gupta,VWO-25.S22,Active
TC-01982,VWO-2492,Verify adding annotation to report timeline (p0),Reports,P3,Critical,chrome|regression,Report timeline view,"1. Click on date, add note 'BFCM start'","Annotation persists, visible to team",Functional,sara.patel,VWO-25.S13,Active
TC-01983,VWO-1868,Verify adding a comment at 0:42 in a recording (p0),Session Recordings,P3,Blocker,accessibility|gdpr|regression,Recording playing,1. Pause at 0:42 || 2. Add comment 'odd click',Comment pinned at 0:42 | Visible in timeline,Functional,harsh.gupta,VWO-25.S48,Active
TC-01984,VWO-3614,Verify saving funnel as template for reuse (p1),Funnels,P3,Major,e2e|regression|smoke,Funnel exists,1. Click Save as Template || 2. Name 'SaaS Checkout',Template available in /funnels/templates,Functional,anika.bose,VWO-25.S12,Active
TC-01985,VWO-3730,Verify element selector picks H1 with stable CSS path (edge case),Editor,P2,Trivial,regression|security|smoke|ui,Editor loaded,1. Click H1,Selector shown e.g. main > h1,Functional,harsh.gupta,VWO-25.S05,Active
TC-01986,VWO-2650,Verify permanent delete of A/B campaign requires typed confirmation (edge case),AB Testing,P3,Trivial,gdpr|mobile|regression,Campaign 4420 archived,1. Open /campaigns/4420 || 2. Click Delete Forever || 3. Type campaign name || 4. Click Delete,Campaign removed from list | GET /campaigns/{cid} returns 404,Negative,harsh.gupta,VWO-25.S05,Active
TC-01987,VWO-1335,Verify warning banner when SmartCode missing on test URL (boundary),AB Testing,P0,Critical,billing|regression,"A/B campaign Draft, SmartCode not installed",1. Click Validate URL,Banner 'SmartCode not detected' | Launch button disabled,Negative,sara.patel,VWO-25.S03,Active
TC-01988,VWO-1591,Verify gradual rollout slider 25% to 100% over time (negative),Personalization,P1,Critical,e2e|regression|smoke,Personalize running at 25%,1. Move slider to 100% || 2. Save,100% audience now bucketed,Functional,harsh.gupta,VWO-25.S18,Active
TC-01989,VWO-1906,"Verify track('purchase', amount=100) sent from Java (positive)",FullStack,P2,Major,api|billing|regression,SDK initialised,1. Call track,Event visible in report,Functional,kavya.iyer,VWO-25.S29,Active
TC-01990,VWO-3161,Verify outbound webhook for goal conversion to Google Analytics (retry),Integrations,P1,Critical,api|sanity,Webhook URL set for Google Analytics,1. Trigger goal,POST received within 10s with JSON payload,Integration,harsh.gupta,VWO-25.S48,Active
TC-01991,VWO-5592,Verify stopping Split URL #3742 removes redirect (low-bandwidth),Split URL,P3,Major,api|dataloss|edge|regression|safari,Split URL 3742 running,1. Open /campaigns/3742 || 2. Click Stop,No further redirects | Status = Stopped,Functional,neha.khanna,VWO-25.S27,Draft
TC-01992,VWO-2518,Verify Heatmap on React SPA captures clicks across route changes (high-load),Heatmaps,P1,Major,i18n|regression,SPA with history pushState,1. Create Heatmap,Clicks captured per route,Functional,sara.patel,VWO-25.S45,Active
TC-01993,VWO-4760,Verify POST /api/v1/webhooks creates a webhook subscription (rtl locale),API,P3,Major,api|e2e|edge|security,Token write scope,1. POST with url + events,201 with id and signing key,API,anika.bose,VWO-25.S17,Active
TC-01994,VWO-3592,Verify playback speeds 1x/2x/4x for session recording (en-US),Session Recordings,P2,Major,e2e|gdpr|regression,Recording playing,1. Switch to 2x || 2. Then 4x,Speed changes accordingly | Audio (if any) muted,Functional,aditya.rao,VWO-25.S36,Active
TC-01995,VWO-5524,Verify recording NOT captured if cookie consent missing (en-GB),Session Recordings,P2,Major,api|gdpr|i18n|sanity|smoke,"GDPR mode on, consent denied",1. Visit site || 2. Check recordings list,No new recording for that session,Security,aditya.rao,VWO-25.S30,Active
TC-01996,VWO-4614,Verify video-play goal report shows per-variation breakdown (fr-FR),Goals,P1,Major,accessibility|regression|sanity,Goal hit by 1k visitors,1. Open report,Per-variation conversion shown,Functional,dev.ranganathan,VWO-25.S09,Active
TC-01997,VWO-4323,Verify minimum OAuth scopes requested for Pardot (de-DE),Integrations,P2,Major,integration|sanity|security,User initiates connect,1. Inspect consent screen,Only required scopes listed,Security,promode.dutta,VWO-25.S22,Active
TC-01998,VWO-5103,Verify stopping Personalization reverts visitors to default content (ja-JP),Personalization,P3,Blocker,performance|regression,Personalize running,1. Click Stop,Variant disabled within 60s | Default content served,Functional,harsh.gupta,VWO-25.S26,Active
TC-01999,VWO-5445,Verify export-PDF renders chart images (pt-BR),Reports,P1,Major,api|regression,Report ready,1. Click Export > PDF,PDF includes charts and tables,Functional,vikram.singh,VWO-25.S41,Draft
TC-02000,VWO-4375,Verify custom CSS injection scope is limited to variation (pt-BR),AB Testing,P2,Trivial,billing|chrome|regression|sanity,A/B test editor open,1. Add CSS '.hero{background:red}' || 2. Save || 3. Open Variation B preview,Variation A: red hero | Variation B: unchanged,Functional,neha.khanna,VWO-25.S06,Active
TC-02001,VWO-1630,Verify FullStack Ruby SDK initialises with config JSON (Chrome),FullStack,P2,Blocker,edge|integration|regression|security|ui,Ruby server running,1. Init VWO client,Client ready | No errors,Functional,aditya.rao,VWO-25.S01,Active
TC-02002,VWO-4905,Verify Split URL report shows per-variant conversion rates (Firefox),Split URL,P2,Critical,firefox|regression,Split URL 1645 ran 24h+,1. Open /campaigns/1645/report,Variant cards show CR% | Bayesian probability displayed,Functional,aditya.rao,VWO-25.S19,Draft
TC-02003,VWO-1706,Verify disconnecting Segment revokes tokens (Safari),Integrations,P2,Major,api|e2e|firefox|i18n|security,Segment connected,1. Click Disconnect || 2. Confirm,Tokens revoked | Status = Disconnected,Security,aditya.rao,VWO-25.S39,Active
TC-02004,VWO-4377,Verify A/B test creation with 4 variations on Chrome (mobile-web),AB Testing,P1,Major,regression|security|smoke,User logged in to app.vwo.com | SmartCode installed on test site,1. Navigate to /campaigns/ab/new || 2. Enter campaign name 'AB Test {0}' || 3. Add 4 variations || 4. Set traffic split to equal || 5. Click 'Save & Launch',A/B test created with 4 variations | Redirect to /campaigns/{id}/overview,Functional,anika.bose,VWO-25.S49,Active
TC-02005,VWO-1024,Verify campaign #2341 report loads with all goal cards (mobile-web),Reports,P3,Critical,chrome|e2e|mobile|regression|safari,Campaign 2341 ran 24h,1. Open /campaigns/2341/report,Goal cards render | Loading skeleton transitions to data,Functional,aditya.rao,VWO-25.S24,Draft
TC-02006,VWO-4597,Verify response JSON schema for campaign object (tablet),API,P2,Major,api|chrome|edge|security,Token + campaign,1. GET campaign || 2. Validate against schema,All required fields present,API,aditya.rao,VWO-25.S48,Draft
TC-02007,VWO-4916,Verify referrer-based Personalization for traffic from google.com (slow 3G),Personalization,P2,Minor,firefox|regression|smoke,Personalize Draft,1. Audience referrer contains 'google.com' || 2. Save,Google traffic targeted,Functional,neha.khanna,VWO-25.S43,Active
TC-02008,VWO-3209,Verify click goal CSS selector '#cta-buy' captures clicks (offline-online),Goals,P1,Minor,mobile|performance|regression|sanity,Campaign Draft,1. Add click goal selector=#cta-buy || 2. Save || 3. Trigger click,Click counted as conversion,Functional,neha.khanna,VWO-25.S03,Active
TC-02009,VWO-1875,Verify Personalization report shows engagement uplift (clean install),Personalization,P2,Major,accessibility|billing|gdpr|regression|ui,Personalize ran 7d,1. Open /campaigns/personalize/{id}/report,Engagement % delta vs baseline shown,Functional,harsh.gupta,VWO-25.S37,Active
TC-02010,VWO-3549,Verify page-visit goal regex '/thank-you.*' matches (after refresh),Goals,P1,Minor,edge|regression,Campaign Draft,1. Add page-visit goal regex || 2. Save,/thank-you?ref=x triggers conversion,Functional,aditya.rao,VWO-25.S20,Active
TC-02011,VWO-5740,Verify setting user properties on Android SDK (clean install),Mobile,P2,Major,dataloss|mobile,SDK initialised,"1. setUserProperty('plan','pro')",Reports filterable by plan=pro,Functional,neha.khanna,VWO-25.S38,Active
TC-02012,VWO-1302,Verify successful login with valid credentials lands on dashboard (after upgrade),Auth,P1,Minor,e2e|edge|security|smoke,Active user account,1. Open /auth/login || 2. Enter creds || 3. Submit,Redirect to /dashboard | Session cookie set,Functional,sara.patel,VWO-25.S11,Active
TC-02013,VWO-3305,Verify A/B campaign data forwards to Hubspot (cold start),Integrations,P1,Major,chrome|edge|integration,Hubspot connected,1. Run A/B test 1h,Events visible in Hubspot dashboard,Integration,sara.patel,VWO-25.S14,Active
TC-02014,VWO-1739,Verify QA force-variation API on iOS (warm cache),Mobile,P1,Major,mobile|smoke,QA build,1. Call forceVariation('B'),Variation B always returned,Functional,riya.sharma,VWO-25.S08,Active
TC-02015,VWO-3484,Verify Heatmap loads under 5s for 100k clicks on '/landing/black-friday' (cookieless),Heatmaps,P2,Minor,dataloss|i18n|mobile|performance|safari,Heatmap with 100k+ clicks,1. Open Heatmap,Render under 5s | No browser warning,Performance,kavya.iyer,VWO-25.S17,Active
TC-02016,VWO-5252,Verify iOS SDK fetches active campaigns over network (third-party blocked),Mobile,P1,Minor,e2e|mobile|smoke,SDK initialised,1. Trigger fetch,Active campaigns cached locally,Functional,kavya.iyer,VWO-25.S43,Active
TC-02017,VWO-1114,Verify custom CSS injection scope is limited to variation (strict CSP),AB Testing,P1,Major,regression|safari,A/B test editor open,1. Add CSS '.hero{background:red}' || 2. Save || 3. Open Variation B preview,Variation A: red hero | Variation B: unchanged,Functional,aditya.rao,VWO-25.S43,Archived
TC-02018,VWO-2932,Verify malicious script in Code Editor is sanitized on render (IE-removed),AB Testing,P3,Minor,accessibility|e2e|firefox|security,A/B editor open,1. Paste '<script>alert(1)</script>' into HTML node || 2. Save || 3. Preview,Script tags HTML-encoded | No alert fires,Security,anika.bose,VWO-25.S17,Active
TC-02019,VWO-5671,Verify confetti view filters clicks by source on '/' (role: Viewer),Heatmaps,P1,Critical,integration|regression|sanity|security,Heatmap data ready,1. Open Confetti || 2. Filter source=email,Each dot color-coded by source,Functional,riya.sharma,VWO-25.S31,Active
TC-02020,VWO-5143,Verify WYSIWYG drag-resize on hero image variation (role: Editor),AB Testing,P2,Major,chrome|firefox|safari|ui,Editor in WYSIWYG mode,1. Select hero image || 2. Drag to 80% width || 3. Save,Image saves at 80% width | CSS rule emitted,UI,aditya.rao,VWO-25.S31,Active
TC-02021,VWO-5580,Verify Bayesian probability shown for campaign #5831 (US DC),Reports,P1,Blocker,i18n|regression,Campaign 5831 report ready,1. Open report,P(best) per variation | Confidence label,Functional,arjun.kapoor,VWO-25.S47,Draft
TC-02022,VWO-1650,Verify duplicating Split URL test copies redirect rules (EU DC),Split URL,P2,Minor,accessibility|chrome|regression,Split URL 6378 exists,1. Open /campaigns/6378 || 2. Duplicate,New campaign carries same redirect rules,Functional,riya.sharma,VWO-25.S45,Active
TC-02023,VWO-5964,Verify detaching form-submit goal from campaign keeps goal alive (US DC),Goals,P0,Critical,i18n|integration|mobile|regression,Goal attached,1. Open goal || 2. Detach,Goal still exists; campaign unlinked,Functional,kavya.iyer,VWO-25.S19,Active
TC-02024,VWO-3799,Verify renaming funnel updates breadcrumb and listing (smoke),Funnels,P3,Trivial,mobile|smoke|ui,Funnel exists,"1. Open settings, rename, save",New name appears in breadcrumb and list,Functional,sara.patel,VWO-25.S09,Active
TC-02025,VWO-1807,Verify 6-step funnel creation (smoke),Funnels,P2,Major,accessibility|regression|ui,User logged in,1. Navigate /funnels/new || 2. Add 6 URL steps || 3. Save,Funnel saved | Visualization renders,Functional,promode.dutta,VWO-25.S21,Active
TC-02026,VWO-5004,Verify clickmap shows top-clicked elements on '/' (regression),Heatmaps,P2,Major,performance|regression,Heatmap data ready,1. Open Clickmap,Top 10 clicked elements listed | Click counts visible,Functional,ishaan.mehta,VWO-25.S16,Draft
TC-02027,VWO-4732,Verify message when target site blocks iframe (X-Frame-Options) (p0),Editor,P0,Major,edge|i18n|performance|regression|sanity,Site sets DENY,1. Open editor on it,Helpful message + extension fallback link,Negative,neha.khanna,VWO-25.S20,Active
TC-02028,VWO-4637,Verify scheduled Personalization activates at start time (p1),Personalization,P2,Critical,billing|integration|regression,Personalize Draft,1. Set Start = +30m || 2. Save & Schedule,"Status Scheduled, then Running at start",Functional,aditya.rao,VWO-25.S35,Active
TC-02029,VWO-3059,Verify Heatmap creation fails on malformed URL 'http:/bad' (critical-path),Heatmaps,P3,Trivial,dataloss|edge|regression|safari,User on /heatmaps/new,1. Enter 'http:/bad' || 2. Save,Validation error 'Invalid URL',Negative,vikram.singh,VWO-25.S45,Active
TC-02030,VWO-3122,Verify same user always buckets to same variation in Ruby (edge case),FullStack,P2,Major,regression|security,Same userId twice,1. Bucket twice,Same variation returned,Functional,neha.khanna,VWO-25.S06,Active
TC-02031,VWO-2386,Verify subscription cancellation requires reason and confirmation (boundary),Billing,P3,Minor,billing|dataloss,Active subscription,1. Click Cancel || 2. Pick reason || 3. Confirm,Cancellation scheduled at period end,Functional,arjun.kapoor,VWO-25.S05,Active
